,日経平均,,NYダウ,,欧州（ストックス600）,,中国（上海総合）,,VIX指数（米国株の予想変動率）,,ドル/円,,ユーロ/円,,ドル/元,,日本,,米国,,原油（WTI）,,金（米先物）
2022/09/07,27430.3,2022/09/08,31774.52,2022/09/09,420.37,2022/09/08,3235.5862,2022/09/08,23.61,2022/09/09,142.52,2022/09/09,143.23,2022/09/09,6.924,2022/09/07,0.246,2022/09/08,3.292,2022/09/08,82.73,2022/09/08,1719.4
2022/09/06,27626.51,2022/09/07,31581.28,2022/09/08,414.09,2022/09/07,3246.2943,2022/09/07,24.64,2022/09/08,144.09,2022/09/08,144.06,2022/09/08,6.9562,2022/09/06,0.24,2022/09/07,3.265,2022/09/07,81.66,2022/09/07,1729.5
2022/09/05,27619.61,2022/09/06,31145.3,2022/09/07,412.01,2022/09/06,3243.4466,2022/09/06,26.91,2022/09/07,143.7,2022/09/07,143.85,2022/09/07,6.965,2022/09/05,0.23,2022/09/06,3.34,2022/09/06,86.96,2022/09/06,1712.9
2022/09/02,27650.84,2022/09/02,31318.44,2022/09/06,414.38,2022/09/05,3199.9118,2022/09/05,25.99,2022/09/06,142.79,2022/09/06,141.41,2022/09/06,6.9532,2022/09/02,0.24,2022/09/02,3.191,2022/09/02,87.25,2022/09/02,1722.6
2022/09/01,27661.47,2022/09/01,31656.42,2022/09/05,413.39,2022/09/02,3186.4781,2022/09/02,25.47,2022/09/05,140.59,2022/09/05,139.56,2022/09/05,6.9328,2022/09/01,0.239,2022/09/01,3.265,2022/09/01,86.37,2022/09/01,1708.8
2022/08/31,28091.53,2022/08/31,31510.43,2022/09/02,415.97,2022/09/01,3184.9797,2022/09/01,25.56,2022/09/02,140.2,2022/09/02,139.61,2022/09/02,6.8985,2022/08/31,0.225,2022/08/31,3.132,2022/08/31,88.85,2022/08/31,1722.7
2022/08/30,28195.58,2022/08/30,31790.87,2022/09/01,407.66,2022/08/31,3202.1378,2022/08/31,25.87,2022/09/01,140.2,2022/09/01,139.43,2022/09/01,6.9066,2022/08/30,0.225,2022/08/30,3.11,2022/08/30,92.27,2022/08/30,1735.6
2022/08/29,27878.96,2022/08/29,32098.99,2022/08/31,415.12,2022/08/30,3227.2203,2022/08/30,26.21,2022/08/31,138.96,2022/08/31,139.68,2022/08/31,6.889,2022/08/29,0.241,2022/08/29,3.11,2022/08/29,96.94,2022/08/29,1749.5
2022/08/26,28641.38,2022/08/26,32283.4,2022/08/30,419.81,2022/08/29,3240.7275,2022/08/29,26.21,2022/08/30,138.79,2022/08/30,138.96,2022/08/30,6.91,2022/08/26,0.22,2022/08/26,3.035,2022/08/26,92.97,2022/08/26,1750.8
2022/08/25,28479.01,2022/08/25,33291.78,2022/08/29,422.65,2022/08/26,3236.2226,2022/08/26,25.56,2022/08/29,138.69,2022/08/29,138.66,2022/08/29,6.9067,2022/08/25,0.229,2022/08/25,3.024,2022/08/25,93.02,2022/08/25,1771.8
2022/08/24,28313.47,2022/08/24,32969.23,2022/08/26,426.09,2022/08/25,3246.2481,2022/08/25,21.78,2022/08/26,137.52,2022/08/26,137.22,2022/08/26,6.8715,2022/08/24,0.224,2022/08/24,3.106,2022/08/24,95.37,2022/08/24,1764.2
2022/08/23,28452.75,2022/08/23,32909.59,2022/08/25,433.36,2022/08/24,3215.2033,2022/08/24,22.82,2022/08/25,136.5,2022/08/25,136.14,2022/08/25,6.8477,2022/08/23,0.215,2022/08/23,3.054,2022/08/23,93.77,2022/08/23,1761.1
2022/08/22,28794.5,2022/08/22,33063.61,2022/08/24,432.05,2022/08/23,3276.2234,2022/08/23,24.11,2022/08/24,137.11,2022/08/24,136.65,2022/08/24,6.8581,2022/08/22,0.219,2022/08/22,3.035,2022/08/22,90.67,2022/08/22,1749.4
2022/08/19,28930.33,2022/08/19,33706.74,2022/08/23,431.35,2022/08/22,3277.7943,2022/08/22,23.8,2022/08/23,136.78,2022/08/23,136.31,2022/08/23,6.8336,2022/08/19,0.199,2022/08/19,2.989,2022/08/19,89.91,2022/08/19,1760.3
2022/08/18,28942.14,2022/08/18,33999.04,2022/08/22,433.17,2022/08/19,3258.0784,2022/08/19,20.6,2022/08/22,137.47,2022/08/22,136.71,2022/08/22,6.8476,2022/08/18,0.196,2022/08/18,2.88,2022/08/18,90.38,2022/08/18,1772.2
2022/08/17,29222.77,2022/08/17,33980.32,2022/08/19,437.36,2022/08/18,3277.5438,2022/08/18,19.56,2022/08/19,136.93,2022/08/19,137.42,2022/08/19,6.8164,2022/08/17,0.184,2022/08/17,2.895,2022/08/17,87.29,2022/08/17,1776.3
2022/08/16,28868.91,2022/08/16,34152.01,2022/08/18,440.76,2022/08/17,3292.526,2022/08/17,19.9,2022/08/18,135.88,2022/08/18,137.06,2022/08/18,6.7855,2022/08/16,0.169,2022/08/16,2.824,2022/08/16,87.13,2022/08/16,1790.4
